No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
236,ATW,"Atwood Oceanics, Inc.",Basic Materials,Oil & Gas Drilling & Exploration,USA,3535.12,11.64,53.78,-1.68%,769375
237,AUMN,Golden Minerals Company,Basic Materials,Industrial Metals & Minerals,USA,70.63,,1.65,3.77%,712041
238,AUXL,Auxilium Pharmaceuticals Inc.,Healthcare,Drug Related Products,USA,844.59,10.72,17.15,0.76%,1068713
239,AVA,Avista Corp.,Utilities,Diversified Utilities,USA,1582.26,19.15,26.43,2.60%,679929
240,AVAV,"AeroVironment, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,434.22,15.08,19.61,0.98%,243855
241,AVB,Avalonbay Communities Inc.,Financial,REIT - Residential,USA,15760.79,61.54,131.69,2.91%,1295185
242,AVD,American Vanguard Corp.,Basic Materials,Agricultural Chemicals,USA,791.25,17.94,27.99,-1.27%,289337
243,AVEO,"AVEO Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,127.4,,2.58,2.38%,671549
244,AVHI,"AV Homes, Inc",Industrial Goods,Residential Construction,USA,212.22,,16.77,0.42%,64325
245,AVID,"Avid Technology, Inc.",Technology,Multimedia & Graphics Software,USA,244.81,,6.3,1.12%,186304
246,AVIV,"Aviv REIT, Inc.",Financial,REIT - Diversified,USA,579.63,,25,1.38%,817956
247,AVNR,Avanir Pharmaceuticals,Healthcare,Drugs - Generic,USA,600.54,,4.32,0.12%,4871816
248,AVNW,"Aviat Networks, Inc.",Technology,Communication Equipment,USA,170.05,,2.82,1.08%,292944
249,AVP,Avon Products Inc.,Consumer Goods,Personal Products,USA,8996,,20.8,-2.26%,7397035
250,AVT,Avnet Inc.,Services,Electronics Wholesale,USA,4531.22,10.26,33.05,-1.05%,789624
251,AVX,AVX Corp.,Technology,Diversified Electronics,USA,1999.91,,11.85,0.59%,255715
252,AVY,Avery Dennison Corporation,Consumer Goods,Business Equipment,USA,4171.17,22.52,41.67,-0.48%,600358
253,AWAY,"HomeAway, Inc.",Technology,Internet Information Providers,USA,2538.35,144,30.24,0.53%,1210615
254,AWI,"Armstrong World Industries, Inc.",Industrial Goods,General Building Materials,USA,2788.91,19.15,47.11,-1.24%,259175
255,AWK,"American Water Works Company, Inc.",Utilities,Water Utilities,USA,6995.55,18.35,39.45,-0.30%,1258417
256,AWR,American States Water Company,Utilities,Water Utilities,USA,1009.1,17.58,52.38,-1.26%,307650
257,AWRE,Aware Inc.,Technology,Communication Equipment,USA,113.91,1.5,5.06,1.81%,88721
258,AXAS,Abraxas Petroleum Corp.,Basic Materials,Independent Oil & Gas,USA,202.12,,2.19,0.00%,668466
259,AXE,Anixter International Inc.,Services,Electronics Wholesale,USA,2435.87,22.64,74.72,-0.28%,334644
260,AXL,American Axle & Manufacturing Holdings Inc.,Consumer Goods,Auto Parts,USA,1318.26,4.09,17.3,-1.48%,2235562
261,AXLL,Axiall Corporation,Basic Materials,Synthetics,USA,2558.8,18.21,43.15,0.42%,1327623
262,AXP,American Express Company,Financial,Credit Services,USA,80567.69,18.56,73.31,0.53%,7539717
263,AXTI,AXT Inc.,Technology,Semiconductor - Integrated Circuits,USA,85.91,,2.66,-0.37%,457335
264,AYI,"Acuity Brands, Inc.",Technology,Diversified Electronics,USA,3163.39,27.42,75.14,-0.96%,629898
265,AYR,Aircastle LTD,Services,Rental & Leasing Services,USA,1059.19,45.88,15.6,1.36%,691645
266,AZO,AutoZone Inc.,Services,Auto Parts Stores,USA,14799.15,15.85,411.98,-0.16%,365490
267,AZPN,"Aspen Technology, Inc.",Technology,Business Software & Services,USA,2720.98,145.15,29.03,0.55%,889043
268,AZZ,AZZ Incorporated,Industrial Goods,Metal Fabrication,USA,1068.98,17.59,41.7,0.48%,191254
269,B,Barnes Group Inc.,Industrial Goods,Industrial Equipment & Components,USA,1614.28,17.98,29.49,1.72%,474735
270,BA,Boeing Co.,Industrial Goods,Aerospace/Defense Products & Services,USA,76854.63,18.76,99.98,0.34%,10328739
271,BABY,Natus Medical Inc.,Healthcare,Medical Appliances & Equipment,USA,411.91,63.32,13.93,2.58%,155686
272,BAC,Bank of America Corporation,Financial,Money Center Banks,USA,137039.05,40.94,12.69,-1.55%,195645008
273,BAH,Booz Allen Hamilton Inc.,Services,Management Services,USA,2487.39,11.74,17.02,-0.18%,460450
274,BAL,iPath DJ-UBS Cotton TR Sub-Idx ETN,Financial,Exchange Traded Fund,USA,,,54.15,-0.99%,48875
275,BALT,Baltic Trading Limited,Services,Shipping,USA,58.97,,3.54,1.72%,42580
276,BANR,Banner Corporation,Financial,Savings & Loans,USA,642.93,9.97,33.29,1.06%,876638
277,BAS,"Basic Energy Services, Inc.",Basic Materials,Oil & Gas Equipment & Services,USA,496.97,,12.46,-1.74%,742606
278,BAX,Baxter International Inc.,Healthcare,Medical Instruments & Supplies,USA,38128.2,16.9,69.96,2.73%,4839521
279,BBBY,Bed Bath & Beyond Inc.,Services,Home Furnishing Stores,USA,15382.26,15.32,69.99,0.68%,4681500
280,BBCN,"BBCN Bancorp, Inc.",Financial,Regional - Pacific Banks,USA,1040.22,14.27,13.27,3.67%,1361042
281,BBEP,Breitburn Energy Partners L.P.,Basic Materials,Oil & Gas Drilling & Exploration,USA,1693.03,,17.91,-0.22%,616538
282,BBG,Bill Barrett Corp.,Basic Materials,Oil & Gas Drilling & Exploration,USA,1001.52,,21.15,-0.42%,1308494
283,BBH,Market Vectors Biotech ETF,Financial,Exchange Traded Fund,USA,533.25,,66.16,0.20%,88123
284,BBOX,Black Box Corp.,Technology,Networking & Communication Devices,USA,412.41,14.83,25.66,1.30%,127903
285,BBRG,"Bravo Brio Restaurant Group, Inc.",Services,Restaurants,USA,348.59,23.09,17.78,-1.33%,139073
286,BBT,BB&T Corporation,Financial,Regional - Mid-Atlantic Banks,USA,23585.26,14.09,33.68,2.12%,6714815
287,BBW,Build-A-Bear Workshop Inc.,Services,Toy & Hobby Stores,USA,103.45,,6.28,0.16%,35480
288,BBX,"BankAtlantic Bancorp, Inc.",Financial,Savings & Loans,USA,195.4,,12.43,-1.89%,27325
289,BBY,Best Buy Co. Inc.,Services,Electronics Stores,USA,9075.03,,26.77,0.68%,6831720
290,BC,Brunswick Corporation,Consumer Goods,"Recreational Goods, Other",USA,2824,18.44,31.17,1.23%,1520202
291,BCC,Boise Cascade Company,Industrial Goods,"Lumber, Wood Production",USA,1031.27,7.87,27.45,-0.62%,691814
292,BCEI,"Bonanza Creek Energy, Inc.",Basic Materials,Independent Oil & Gas,USA,1426.63,29.91,35.59,-1.90%,502613
293,BCO,Brinks Co.,Services,Security & Protection Services,USA,1248.53,14.19,25.69,0.31%,305492
294,BCOR,"Blucora, Inc.",Technology,Internet Information Providers,USA,755.63,23.38,18.47,0.87%,415209
295,BCOV,"Brightcove, Inc.",Technology,Application Software,USA,228.96,,8.17,1.11%,404975
296,BCPC,Balchem Corp.,Basic Materials,Chemicals - Major Diversified,USA,1350.63,33.63,46.07,2.83%,161953
297,BCR,CR Bard Inc.,Healthcare,Medical Instruments & Supplies,USA,8951.13,19.56,110.1,1.01%,862310
298,BCRX,"BioCryst Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,77.12,,1.51,-6.21%,768624
299,BDBD,"Boulder Brands, Inc.",Consumer Goods,Processed & Packaged Goods,USA,700.96,168.29,11.78,-0.93%,576234
300,BDC,"Belden, Inc.",Industrial Goods,Industrial Electrical Equipment,USA,2221.89,48.56,50.02,-0.26%,584143
301,BDE,"Black Diamond, Inc.",Consumer Goods,Sporting Goods,USA,291.59,,9.18,1.44%,259484
302,BDN,Brandywine Realty Trust,Financial,REIT - Diversified,USA,1810.87,,12.61,-2.17%,2584082
303,BDSI,"BioDelivery Sciences International, Inc.",Healthcare,Biotechnology,USA,157.55,,4.2,-1.64%,294394
304,BDX,"Becton, Dickinson and Company",Healthcare,Medical Instruments & Supplies,USA,18688.3,17.09,96.03,-0.23%,1621062
305,BEAM,"Beam, Inc.",Consumer Goods,Beverages - Wineries & Distillers,USA,10092.24,23.29,62.88,1.83%,1059999
306,BEAT,"CardioNet, Inc.",Healthcare,Specialized Health Services,USA,147.62,,5.86,1.91%,745902
307,BEAV,BE Aerospace Inc.,Industrial Goods,Aerospace/Defense Products & Services,USA,6419.01,25.21,62.26,-2.75%,1819519
308,BEBE,"Bebe Stores, Inc.",Services,Apparel Stores,USA,431.78,,5.39,0.00%,413481
309,BECN,Beacon Roofing Supply Inc.,Services,Industrial Equipment Wholesale,USA,1851.62,25.8,38.18,-2.08%,761186
310,BEE,"Strategic Hotels & Resorts, Inc.",Financial,REIT - Hotel/Motel,USA,1819.36,,8.79,1.62%,3635482
311,BEN,Franklin Resources Inc.,Financial,Asset Management,USA,28952.33,14.39,137.02,-0.30%,2042672
312,BERY,"Berry Plastics Group, Inc.",Consumer Goods,Rubber & Plastics,USA,2595.26,120.84,22.96,-0.35%,490460
313,BF-B,Brown-Forman Corporation,Consumer Goods,Beverages - Wineries & Distillers,USA,14574.77,24.81,68.24,2.62%,621424
314,BFAM,"Bright Horizons Family Solutions, Inc.",Services,Personal Services,USA,1807.43,,31.64,-2.26%,327458
315,BFIN,BankFinancial Corp.,Financial,Savings & Loans,USA,159.11,,7.97,2.71%,72391
316,BG,Bunge Limited,Consumer Goods,Farm Products,USA,10293.29,23.63,70.19,-0.23%,1320579
317,BGC,General Cable Corp.,Industrial Goods,Industrial Electrical Equipment,USA,1517.34,,30.53,-2.55%,912411
318,BGCP,"BGC Partners, Inc.",Financial,Investment Brokerage - National,USA,907.53,39.71,5.56,-2.80%,4687902
319,BGFV,Big 5 Sporting Goods Corp.,Services,Sporting Goods Stores,USA,414.47,18.76,19.32,-5.43%,736232
320,BGG,Briggs & Stratton Corp.,Industrial Goods,Diversified Machinery,USA,914.53,84,19.32,0.99%,687241
321,BGS,B&G Foods Inc.,Consumer Goods,Processed & Packaged Goods,USA,1765.95,27.24,33.5,1.52%,668569
322,BHE,Benchmark Electronics Inc.,Technology,Printed Circuit Boards,USA,1091.54,17.79,19.92,1.07%,565330
323,BID,Sotheby's,Services,"Specialty Retail, Other",USA,2542.05,26.91,37.41,-0.03%,4157913
324,BIDZ,"BIDZ.com, Inc.",Services,Catalog & Mail Order Houses,USA,11.9,,0.65,0.00%,0
325,BIG,Big Lots Inc.,Services,"Discount, Variety Stores",USA,1825.57,10.81,31.99,-0.56%,1281157
326,BIIB,Biogen Idec Inc.,Healthcare,Biotechnology,USA,47148.09,31.6,199.07,-0.25%,3510061
327,BIL,SPDR Barclays Capital 1-3 Month T-Bill,Financial,Exchange Traded Fund,USA,,,45.81,0.02%,888127
328,BIO,"Bio-Rad Laboratories, Inc.",Technology,Scientific & Technical Instruments,USA,3230.36,21.35,113.37,1.00%,111523
329,BIOD,Biodel Inc.,Healthcare,Drug Manufacturers - Other,USA,161.81,,4.18,-2.79%,566330
330,BIOL,"BIOLASE, Inc.",Healthcare,Medical Instruments & Supplies,USA,118.61,,3.75,2.18%,449154
331,BIRT,Actuate Corporation,Technology,Application Software,USA,314.13,36.22,6.52,0.00%,303301
332,BIV,Vanguard Intermediate-Term Bond ETF,Financial,Exchange Traded Fund,USA,2378.32,,83.16,-0.79%,449631
333,BJRI,"BJ's Restaurants, Inc.",Services,Restaurants,USA,1007.09,33.14,35.79,-1.65%,431983
334,BK,The Bank of New York Mellon Corporation,Financial,Asset Management,USA,32968.4,22.05,28.45,-1.79%,10807868
335,BKD,Brookdale Senior Living Inc.,Healthcare,Long-Term Care Facilities,USA,3206.91,,26.11,0.77%,1174310
336,BKE,Buckle Inc.,Services,Apparel Stores,USA,2476.96,15.14,51.93,0.33%,321165
337,BKEP,"Blueknight Energy Partners, L.P.",Basic Materials,Oil & Gas Pipelines,USA,201.58,59.27,8.89,7.89%,15507
338,BKH,Black Hills Corporation,Utilities,Electric Utilities,USA,2032.61,21.17,46.14,0.54%,372424
339,BKI,Buckeye Technologies Inc.,Consumer Goods,Paper & Paper Products,USA,1446.02,14.88,37.19,-0.05%,585715
340,BKMU,Bank Mutual Corporation,Financial,Savings & Loans,USA,273.01,32.78,5.9,5.17%,281027
341,BKS,"Barnes & Noble, Inc.",Services,"Specialty Retail, Other",USA,1106.25,,18.97,2.87%,1655384
342,BKU,"BankUnited, Inc.",Financial,Regional - Mid-Atlantic Banks,USA,2452.69,12.72,25.83,0.98%,1180737
343,BKW,"Burger King Worldwide, Inc.",Services,Restaurants,USA,6988.97,51.13,19.94,-1.63%,2409598
344,BLC,Belo Corp.,Services,Broadcasting - TV,USA,1452.01,14.31,14.02,-0.50%,1959178
345,BLDR,"Builders FirstSource, Inc.",Services,Home Improvement Stores,USA,602.81,,6.28,0.32%,502168
346,BLK,"BlackRock, Inc.",Financial,Asset Management,USA,42597.67,17.48,248.67,-1.33%,2622378
347,BLKB,Blackbaud Inc.,Technology,Business Software & Services,USA,1453.41,233.43,32.68,0.55%,290731
348,BLL,Ball Corporation,Consumer Goods,Packaging & Containers,USA,6338.93,17.09,42.55,-0.19%,1361462
349,BLMN,"Bloomin' Brands, Inc.",Services,Restaurants,USA,3037.01,51.12,25.05,0.00%,1242914
350,BLOX,Infoblox Inc.,Services,Business Services,USA,1438.42,,29.2,-1.12%,1360060
351,BLV,Vanguard Long-Term Bond Index ETF,Financial,Exchange Traded Fund,USA,,,83.72,-1.36%,216184
352,BMC,BMC Software Inc.,Technology,Application Software,USA,6421.23,21.05,44.84,0.54%,5561446
353,BMI,Badger Meter Inc.,Technology,Scientific & Technical Instruments,USA,635.53,25.97,44.93,4.73%,183433
354,BMR,BioMed Realty Trust Inc.,Financial,REIT - Industrial,USA,3037.36,634,19.02,-0.42%,3628644
355,BMS,"Bemis Company, Inc.",Consumer Goods,Packaging & Containers,USA,3983.52,22.57,38.6,-0.08%,592781
356,BMY,Bristol-Myers Squibb Company,Healthcare,Drug Manufacturers - Major,USA,74905.74,51.97,45.73,2.58%,15304240
357,BNCL,Beneficial Mutual Bancorp Inc.,Financial,Regional - Northeast Banks,USA,646.15,47,8.46,-0.24%,236015
358,BND,Vanguard Total Bond Market ETF,Financial,Exchange Traded Fund,USA,,,80.44,-0.41%,1687261
359,BNNY,"Annie's, Inc.",Consumer Goods,Food - Major Diversified,USA,703.08,62.66,40.73,3.22%,203721
360,BNO,United States Brent Oil,Financial,Exchange Traded Fund,USA,15.35,,76.75,-1.20%,31809
361,BOBE,Bob Evans Farms Inc.,Services,Restaurants,USA,1279.05,,45.69,-0.61%,328705
362,BODY,Body Central Corp.,Services,Apparel Stores,USA,199.44,23.17,12.28,-2.00%,163546
363,BOFI,BofI Holding Inc.,Financial,Savings & Loans,USA,632,17.35,47.54,-0.92%,191538
364,BOH,Bank of Hawaii Corporation,Financial,Regional - Pacific Banks,USA,2204.98,14.06,49.5,0.51%,661171
365,BOIL,ProShares Ultra DJ-UBS Natural Gas,Financial,Exchange Traded Fund,USA,,,41.43,-4.71%,111212
366,BOKF,BOK Financial Corporation,Financial,Regional - Southwest  Banks,USA,4270.31,12.11,62.97,-0.10%,250882
367,BOLT,Bolt Technology Corp.,Basic Materials,Oil & Gas Equipment & Services,USA,143.18,55.33,16.6,0.61%,29020
368,BOND,PIMCO Total Return ETF,Financial,Exchange Traded Fund,USA,,,105.41,0.03%,832271
369,BONT,Bon-Ton Stores Inc.,Services,Department Stores,USA,333.14,,17.68,-9.33%,436994
370,BOOM,Dynamic Materials Corp.,Industrial Goods,Metal Fabrication,USA,225.48,23.84,16.69,1.15%,48628
371,BPAX,"BioSante Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,25.76,,1.05,-16.67%,1723498
372,BPFH,Boston Private Financial Holdings Inc.,Financial,Regional - Northeast Banks,USA,776.64,18.38,10.11,1.00%,1618482
373,BPL,Buckeye Partners LP,Basic Materials,Oil & Gas Pipelines,USA,6876.25,25.23,66.6,-0.37%,870006
374,BPO,Brookfield Properties Corporation,Financial,Property Management,USA,8102.04,7.57,16.05,-1.53%,1758819
375,BPOP,"Popular, Inc.",Financial,Foreign Regional Banks,USA,2983.44,40.93,29.06,1.08%,1212009
376,BPT,BP Prudhoe Bay Royalty Trust,Basic Materials,Oil & Gas Refining & Marketing,USA,2027.65,10.42,94.75,0.07%,115448
377,BR,Broadridge Financial Solutions Inc.,Technology,Information & Delivery Services,USA,3171.8,20.61,26.17,-0.80%,1072413
378,BRC,Brady Corp.,Technology,Security Software & Services,USA,1564.04,32.71,30.42,1.20%,353126
379,BRCD,"Brocade Communications Systems, Inc.",Technology,Data Storage Devices,USA,2494.5,21.17,5.51,-0.63%,5846312
380,BRCM,Broadcom Corp.,Technology,Semiconductor - Integrated Circuits,USA,18949.65,23.41,33.24,-0.55%,9974922
381,BRE,BRE Properties Inc.,Financial,REIT - Residential,USA,3625.46,43.2,47.09,1.90%,966497
382,BREW,"Craft Brew Alliance, Inc.",Consumer Goods,Beverages - Brewers,USA,149.18,,7.9,3.67%,61037
383,BRF,Market Vectors Brazil Small-Cap ETF,Financial,Exchange Traded Fund,USA,,,31.27,1.20%,87726
384,BRK-B,Berkshire Hathaway Inc.,Financial,Property & Casualty Insurance,USA,185.43,0.01,112.38,0.87%,7185645
385,BRKL,"Brookline Bancorp, Inc.",Financial,Savings & Loans,USA,599.96,15.09,8.6,1.65%,617792
386,BRKR,Bruker Corporation,Technology,Scientific & Technical Instruments,USA,2663.23,40.01,16,0.41%,976639
387,BRKS,Brooks Automation Inc.,Technology,Semiconductor Equipment & Materials,USA,648.35,5.66,9.84,1.23%,555401
388,BRLI,Bio-Reference Laboratories Inc.,Healthcare,Medical Laboratories & Research,USA,789.12,17.48,28.49,1.64%,287262
389,BRO,Brown & Brown Inc.,Financial,Insurance Brokers,USA,4437.89,23.7,31.52,-0.35%,1037762
390,BRS,"Bristow Group, Inc.",Services,"Air Services, Other",USA,2343.58,18.07,64.34,2.09%,366235
391,BRY,Berry Petroleum Co.,Basic Materials,Independent Oil & Gas,USA,2369.69,13.99,42.94,0.07%,648685
392,BSDM,BSD Medical Corp.,Healthcare,Medical Appliances & Equipment,USA,39.9,,1.34,5.51%,139030
393,BSET,Bassett Furniture Industries Inc.,Consumer Goods,Home Furnishings & Fixtures,USA,155.14,5.64,14.5,0.97%,47545
394,BSFT,"BroadSoft, Inc.",Technology,Application Software,USA,765.93,97.79,27.38,-3.05%,349387
395,BSQR,BSQUARE Corp.,Technology,Application Software,USA,30.18,34.38,2.75,1.85%,36678
396,BSRR,Sierra Bancorp,Financial,Regional - Pacific Banks,USA,205.5,23.87,14.56,0.21%,64659
397,BSX,Boston Scientific Corporation,Healthcare,Medical Appliances & Equipment,USA,12356.37,,9.14,0.33%,16935348
398,BTH,"Blyth, Inc.",Consumer Goods,Personal Products,USA,228.26,,13.76,0.81%,181534
399,BTN,"Ballantyne Strong, Inc",Consumer Goods,Photographic Equipment & Supplies,USA,56.93,10.44,4.07,0.25%,29033
400,BTU,Peabody Energy Corp.,Basic Materials,Industrial Metals & Minerals,USA,4270.4,,16,-0.12%,7231111
401,BTX,"BioTime, Inc.",Healthcare,Biotechnology,USA,202.66,,3.96,2.59%,385527
402,BUSE,First Busey Corporation,Financial,Regional - Midwest Banks,USA,389.3,22.45,4.49,4.42%,374329
403,BV,"Bazaarvoice, Inc.",Technology,Application Software,USA,661.75,,9.05,0.33%,540565
404,BWA,BorgWarner Inc.,Consumer Goods,Auto Parts,USA,9590.39,20.31,83.26,0.17%,1278138
405,BWC,The Babcock & Wilcox Company,Industrial Goods,Diversified Machinery,USA,3360.16,15.26,29.45,-0.14%,1085831
406,BWEN,"Broadwind Energy, Inc.",Industrial Goods,Diversified Machinery,USA,57.52,,4.06,-3.79%,30571
407,BWLD,Buffalo Wild Wings Inc.,Services,Restaurants,USA,1787.62,32.32,95.35,-2.16%,485023
408,BWP,"Boardwalk Pipeline Partners, LP",Basic Materials,Oil & Gas Pipelines,USA,6911.08,23.6,29.97,0.44%,2464421
409,BWS,Brown Shoe Co. Inc.,Services,"Specialty Retail, Other",USA,846.04,28.61,20.6,-0.91%,587882
410,BWX,SPDR Barclays Capital Intl Treasury Bond,Financial,Exchange Traded Fund,USA,,,56.3,-1.09%,460450
411,BX,The Blackstone Group,Financial,Asset Management,USA,11931.78,20.91,20.49,0.64%,7744505
412,BXG,Bluegreen Corp.,Services,Resorts & Casinos,USA,315.6,8.4,10,0.00%,0
413,BXMT,"Blackstone Mortgage Trust, Inc.",Financial,Property Management,USA,72.9,0.53,24.17,0.71%,192977
414,BXP,Boston Properties Inc.,Financial,REIT - Office,USA,15458.79,64.52,101.94,1.35%,1822873
415,BXS,"BancorpSouth, Inc.",Financial,Regional - Southeast Banks,USA,1596.78,19.4,16.88,0.72%,1165346
416,BYD,Boyd Gaming Corp.,Services,Resorts & Casinos,USA,958.04,,10.89,0.46%,2740523
417,BYI,"Bally Technologies, Inc.",Services,Gaming Activities,USA,2230.61,17.72,55.1,-0.42%,438010
418,BZ,Boise Inc.,Consumer Goods,Paper & Paper Products,USA,829,28.52,8.27,0.36%,942898
419,BZF,WisdomTree Dreyfus Brazilian Real,Financial,Exchange Traded Fund,USA,285.17,,17.56,1.04%,58201
420,BZH,Beazer Homes USA Inc.,Industrial Goods,Residential Construction,USA,439.58,,17.83,-3.67%,2430895
421,BZQ,ProShares UltraShort MSCI Brazil,Financial,Exchange Traded Fund,USA,,,97.21,-0.33%,28042
422,C,"Citigroup, Inc.",Financial,Money Center Banks,USA,142489.48,16.86,46.87,-2.15%,76764744
423,CA,CA Technologies,Technology,Business Software & Services,USA,12356.48,13.29,27.52,-0.40%,5611332
424,CAB,Cabela's Inc.,Services,Sporting Goods Stores,USA,4654.98,24.48,66.35,-0.12%,763060
425,CACI,CACI International Inc.,Services,Technical Services,USA,1413.72,9.61,61.41,0.77%,370155
426,CADX,Cadence Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,568.86,,6.64,3.91%,650291
427,CAH,"Cardinal Health, Inc.",Services,Drugs Wholesale,USA,16105.43,14.1,47.23,0.34%,4279174
428,CAK,CAMAC Energy Inc.,Basic Materials,Independent Oil & Gas,USA,85.78,,0.55,0.00%,74058
429,CAKE,The Cheesecake Factory Incorporated,Services,Restaurants,USA,2134.09,21.72,40.84,-2.48%,1246177
430,CALD,Callidus Software Inc.,Technology,Business Software & Services,USA,242.52,,6.53,0.62%,507346
431,CALM,"Cal-Maine Foods, Inc.",Consumer Goods,Food - Major Diversified,USA,1124.36,12.28,46.78,2.52%,112161
432,CALX,Calix Inc.,Technology,Communication Equipment,USA,503.78,,10.3,-3.20%,782890
433,CAM,Cameron International Corporation,Basic Materials,Oil & Gas Equipment & Services,USA,15228.67,19.98,61.53,-0.55%,2542132
434,CAMP,CalAmp Corp.,Technology,Communication Equipment,USA,401.85,9.2,13.43,-1.00%,325215
435,CAP,CAI International Inc.,Services,Rental & Leasing Services,USA,540.2,7.74,24.46,-2.86%,184700
436,CAR,"Avis Budget Group, Inc.",Services,Rental & Leasing Services,USA,3025.29,12.89,28.09,-5.26%,4568601
437,CARB,"Carbonite, Inc.",Services,Business Services,USA,328.01,,12.67,3.01%,112798
438,CAS,AM Castle & Co.,Industrial Goods,Metal Fabrication,USA,388.3,,16.79,-0.30%,201126
439,CASY,Casey's General Stores Inc.,Services,Grocery Stores,USA,2225.75,20.3,58.05,-1.64%,524110
440,CAT,Caterpillar Inc.,Industrial Goods,Farm & Construction Machinery,USA,54543.35,11.19,83.12,-0.10%,9734264
441,CATM,Cardtronics Inc.,Services,Business Services,USA,1241.57,29.23,28.06,0.36%,414440
442,CATO,Cato Corp.,Services,Apparel Stores,USA,707.56,11.86,24.54,0.00%,226477
443,CATY,Cathay General Bancorp,Financial,Regional - Pacific Banks,USA,1553.07,15.52,19.71,1.13%,1307964
444,CAVM,"Cavium, Inc.",Technology,Semiconductor - Broad Line,USA,1759.02,,34.49,1.89%,695767
